@Relation anxiety

@Attribute gsr NUMERIC
@Attribute tempe NUMERIC
@Attribute hr NUMERIC
@Attribute hrv NUMERIC
@Attribute anxiety NUMERIC

@DATA
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
365.00, 33.59, 76.00, 734.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.54, 76.00, 723.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 702.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
366.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 33.74, 76.00, 742.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
367.00, 34.18, 76.00, 827.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 30
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.18, 76.00, 751.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
368.00, 34.23, 76.00, 1034.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 40
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 33.89, 76.00, 865.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.33, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
369.00, 34.28, 76.00, 839.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.18, 76.00, 809.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.13, 74.00, 781.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
370.00, 34.03, 74.00, 757.00, 30
