@Relation anxiety

@Attribute gsr NUMERIC
@Attribute tempe NUMERIC
@Attribute hr NUMERIC
@Attribute anxiety NUMERIC

@DATA
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
366.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 33.74, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
367.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 30
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.18, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
368.00, 34.23, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 40
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 33.89, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.33, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
369.00, 34.28, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.18, 76.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.13, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 34.03, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 33.64, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 33.06, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 32.91, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 33.01, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
370.00, 32.52, 74.00, 30
